BALANCE,PURCHASES,ONE-OFF_PURCHASES,INST_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,PRC_FULL_PAYMENT
715.64147,0,0,0,1349.479114,6,0,1967.176481,0.125
24.976709,720.6,720.6,0,18.985087,1,12,664.033022,0
826.018339,191.67,160.5,31.17,0,0,5,443.248137,0
134.613205,0,0,0,447.255199,1,0,414.896217,0
3749.634778,0,0,0,102.621184,1,0,1377.52604,0
16.657046,186.32,65,121.32,0,0,4,28.317708,0
69.945524,41.4,0,41.4,0,0,4,147.786034,0
2224.065672,81.84,81.84,0,1570.966236,12,5,487.001643,0
563.587232,1232.59,500.75,731.84,450.908415,1,31,857.740923,0
27.742435,303.24,0,303.24,0,0,3,775.085467,0
1018.880453,0,0,0,2583.510846,8,0,1703.232165,0
1221.439496,1045.76,959.22,86.54,1478.541555,9,21,269.325785,0
56.541208,325.8,325.8,0,0,0,3,1300.942779,0
1604.476717,2619.7,2619.7,0,3041.40624,3,10,2045.152399,0.142857
39.086623,374.63,91.63,283,0,0,11,767.182519,1
378.001129,1884.04,1884.04,0,104.557174,1,10,2249.919761,0.222222
3290.750214,974.72,974.72,0,0,0,25,1064.701886,0
66.723482,550.95,0,550.95,0,0,16,521.433223,0.4
1987.232432,544.76,0,544.76,0,0,14,1124.28278,0
869.702973,370.74,138.54,232.2,710.440728,15,11,540.848608,0
53.989299,469.14,0,469.14,0,0,6,446.737399,0.8
151.787402,1234.32,1234.32,0,0,0,3,2837.676536,0
5.856011,827.4,0,827.4,0,0,12,755.916603,0.083333
5.1807,0,0,0,1283.543377,1,0,1282.18451,0
190.324034,322.33,238.97,83.36,0,0,3,524.430161,0
1645.780139,150,150,0,0,0,1,550.522713,0
8043.733112,99.5,99.5,0,3215.576129,8,3,1865.566177,0
2155.276706,66,66,0,5478.844017,30,1,5100.05147,0.083333
5619.654569,2457.53,1352.63,1104.9,6088.185478,16,35,1140.70277,0
429.157725,170,170,0,0,0,2,694.899932,0
1135.70375,92.07,0,92.07,81.509491,3,3,355.798199,0
484.70724,960,960,0,531.964001,2,1,199.836894,0
96.799285,537.36,537.36,0,625.807503,3,12,1133.874141,0.916667
18.558992,86.4,0,86.4,0,0,4,265.768812,0
75.792862,1117.35,0,1117.35,0,0,16,1060.951647,1
1354.161432,0,0,0,602.502862,11,0,313.83656,0
1276.549447,3355.73,1916.68,1439.05,887.518919,4,61,1254.550076,0.090909
1119.157048,133.9,133.9,0,269.234406,3,3,427.35515,0
889.090252,9751.9,5896.76,3855.14,0,0,115,8418.403666,0.666667
22.695131,201.18,201.18,0,0,0,12,189.904819,0.363636
55.321121,805.25,0,805.25,0,0,24,797.688136,0.9
432.860083,128.32,128.32,0,0,0,1,239.784988,0
3626.196814,475.36,0,475.36,1634.030482,6,13,1927.992694,0
534.728906,976.98,251.05,725.93,0,0,18,742.950103,0
3645.191927,2311.83,2311.83,0,0,0,12,1778.093952,0
12.423203,2292.41,2003.99,288.42,96.310823,1,36,2411.035394,0
391.508345,80.99,80.99,0,2867.104779,3,1,3855.328673,0.2
5601.953934,0,0,0,3449.910317,11,0,1307.896832,0
240.110414,3510.42,1732.87,1777.55,0,0,37,3868.013636,0.545455
1500.034488,274.45,239.45,35,889.383583,4,6,500.083333,0
1089.219786,639.15,639.15,0,443.668004,5,11,1095.752072,0
952.26088,0,0,0,1202.332312,16,0,218.402942,0
1268.809031,17945,17945,0,0,0,3,50721.48336,0
935.167278,1757.91,672,1085.91,1009.683036,5,8,2279.094703,0
5.196923,68.02,0,68.02,0,0,6,125.516216,0.5
5543.972323,0,0,0,2231.203315,9,0,1265.31093,0
77.684147,431.28,0,431.28,0,0,8,342.768161,0.333333
226.78538,210.64,210.64,0,0,0,1,295.155445,0
41.643083,212,212,0,0,0,1,596.834019,0.083333
291.663664,129,129,0,0,0,1,284.596786,0
1437.977941,229.94,229.94,0,901.185629,10,4,783.528158,0
213.205306,2536.27,370.5,2165.77,0,0,17,2298.104409,0.666667
2063.855487,220.4,220.4,0,2274.848149,11,1,468.683047,0
13.649888,129.16,129.16,0,0,0,2,375.36099,1
8477.970766,4837.88,2945.5,1892.38,289.117803,1,36,3695.744108,0
1117.00354,240,240,0,0,0,9,366.532467,0
198.815177,247.5,0,247.5,0,0,3,283.50846,0
472.61828,4626.36,2974,1652.36,305.257038,2,67,4549.881872,1
1534.16579,0,0,0,635.299075,11,0,681.29005,0
2092.971853,0,0,0,135.256159,2,0,275.676251,0
1116.944017,182.64,182.64,0,109.600359,1,4,304.822958,0
2006.680789,121.93,78.81,43.12,3398.994695,21,9,375.493789,0
251.715214,2722.34,1744.63,977.71,0,0,32,2165.330989,0.777778
3334.683766,0,0,0,3411.430841,16,0,682.561453,0
1868.523786,27.89,27.89,0,47.998873,1,2,440.707307,0
1000.235038,79.41,79.41,0,0,0,2,868.377193,0
1046.952264,504,0,504,0,0,12,759.461397,0
1832.539694,1311.8,1076.16,235.64,0,0,30,384.218293,0
59.35799,608.8,608.8,0,0,0,6,1531.142227,1
48.068313,788.08,448,340.08,0,0,10,689.403349,0.555556
570.657071,950.39,540.36,410.03,340.308868,2,16,549.682725,0
8040.732429,0,0,0,3500.334072,21,0,2709.478892,0
1121.44991,219.4,85,134.4,0,0,9,591.736846,0
1168.844004,1310.31,1310.31,0,1502.01432,5,1,272.821647,0
12596.42194,0,0,0,3252.260115,6,0,3031.587665,0
1000.931473,0,0,0,374.200459,1,0,304.037261,0
10.564262,240.25,240.25,0,0,0,8,469.841016,1
13.07784,69.5,69.5,0,0,0,1,98.275388,0.1
2891.926512,561.25,561.25,0,1991.754101,12,6,597.664886,0
1832.940008,1839.69,914.19,925.5,0,0,35,477.773934,0
13.713339,504.08,137.9,366.18,0,0,11,448.622511,0.4
128.25396,1105,0,1105,0,0,14,1224.344711,0.636364
589.682566,6398.73,6398.73,0,271.370767,1,18,7443.80581,1
16.379412,178.15,0,178.15,0,0,3,229.376368,0.181818
492.265287,424.5,0,424.5,0,0,3,142.123847,0
3458.708146,0,0,0,8886.28396,10,0,6285.292115,0.1
3285.196786,2830.48,1182.2,1648.28,1703.103212,3,37,7224.787261,0.166667
1733.972492,147.96,0,147.96,0,0,8,525.331558,0
577.30163,3702.79,2940.9,761.89,202.413978,2,35,4168.726662,0.166667
19.548437,266.56,84,182.56,0,0,9,395.242487,0.857143
75.11232,0,0,0,293.856915,1,0,375.642608,0
420.215198,1681.1,834.8,846.3,0,0,20,758.24314,0.181818
1396.800164,210.62,210.62,0,0,0,3,703.616107,0
31.944612,408.01,408.01,0,0,0,12,1027.411988,0.909091
5693.979714,1338.72,1338.72,0,0,0,13,1753.988494,0
1983.111978,1119.56,1119.56,0,5582.881679,9,13,6892.546158,0
490.157047,0,0,0,1289.130072,13,0,342.973205,0
306.115129,0,0,0,991.835378,1,0,2653.659381,0.2
2001.407378,4793.35,1131.42,3661.93,0,0,68,647.406275,0
10.386311,171.6,0,171.6,0,0,12,168.370514,0.454545
434.02839,0,0,0,998.99144,2,0,159.573297,0.083333
1084.218952,0,0,0,1729.084515,4,0,2193.419369,0.111111
79.345909,906.5,0,906.5,0,0,12,922.33766,0.916667
2.872146,37,37,0,0,0,1,213.066673,0
2004.816462,20747.34,13007.07,7740.27,0,0,95,17005.40969,1
2339.037958,1823.56,0,1823.56,435.165222,2,20,890.623152,0
4709.342642,1614.27,1193.06,421.21,588.059618,1,56,1276.0373,0
531.615661,3196.22,2098.97,1097.25,0,0,44,3556.432004,0.166667
1017.086549,0,0,0,1046.611295,3,0,2937.01018,0.083333
2436.843864,2647.9,2495,152.9,0,0,17,7657.885804,0
1430.209699,1123.59,361,762.59,0,0,41,561.72022,0
237.393795,1294.97,0,1294.97,307.201386,3,16,1098.051237,0.166667
639.73038,951.05,785.05,166,0,0,8,693.302893,0
674.119098,3146.25,449.1,2697.15,0,0,93,2602.065596,0
1049.768556,171.65,55,116.65,0,0,6,256.698968,0
876.839962,147.82,0,147.82,784.229265,1,3,337.812755,0
31.870629,192.92,139.7,53.22,0,0,2,834.627595,0.090909
4931.203112,0,0,0,1387.850238,4,0,1018.476355,0
5740.590335,8218.32,8218.32,0,0,0,17,3318.260207,0
258.223705,2391.44,1203.18,1188.26,49.410478,1,32,2536.830662,0.333333
5686.466725,177.35,177.35,0,0,0,1,1775.784106,0
4988.093733,8581.29,4640.84,3940.45,225.473003,1,94,1571.883,0
84.377933,270,0,270,0,0,12,308.698498,0
1234.235139,594.95,509.95,85,8287.780882,10,5,9630.24637,0.333333
931.866057,0,0,0,652.119509,3,0,250.72198,0
1281.936062,43,43,0,0,0,1,298.266234,0
1032.812458,995.07,806.07,189,555.033556,4,11,363.992366,0
529.415371,0,0,0,1409.048702,4,0,1417.666972,0.142857
132.73446,2190,2190,0,0,0,1,2.389583,0
5850.1729,393.87,0,393.87,0,0,8,1536.774213,0
5.761614,75,75,0,0,0,2,289.742219,0
34.017341,494.6,494.6,0,0,0,1,456.293143,0
81.311082,851.38,851.38,0,0,0,6,964.675607,0.25
152.758442,276,81,195,0,0,3,1316.604491,0.142857
7659.19151,0,0,0,1971.469655,7,0,1897.854153,0
2947.426082,2257.28,1179.8,1077.48,281.877943,2,19,3612.992662,0
1371.488874,0,0,0,3163.898453,11,0,338.654717,0
57.937789,450,450,0,0,0,6,395.680968,0.25
3376.946886,0,0,0,9670.775878,6,0,2194.131117,0
5824.000984,1501.08,0,1501.08,4730.837305,6,5,1647.245926,0
2286.673155,0,0,0,2617.930904,2,0,602.563865,0
2608.512452,64.2,64.2,0,0,0,1,647.437157,0
355.323994,284.11,284.11,0,855.147084,2,2,1765.584677,0.181818
907.680311,0,0,0,159.333467,1,0,1368.734996,0
2493.134397,253,28,225,2622.759643,8,11,445.652564,0
231.90824,711.8,497.8,214,0,0,10,2007.282363,0.111111
88.13353,1400,0,1400,0,0,10,1307.099065,0.727273
1068.985549,0,0,0,54.67143,1,0,359.180202,0
722.689568,6493.25,6454.25,39,0,0,38,5777.820302,0.75
62.759232,311.55,311.55,0,0,0,5,525.904979,0
852.001697,372.36,0,372.36,1655.625508,3,5,347.937039,0
473.599403,524.7,150.32,374.38,1168.556598,1,15,1772.643444,0.25
567.055953,0,0,0,3254.66653,11,0,4103.204766,0.6
597.416499,175.4,0,175.4,1816.49181,2,5,2524.423875,0.181818
3.005343,0,0,0,265.334594,1,0,1233.178997,0
2224.000236,2276.41,1787.77,488.64,628.841571,6,39,3755.786767,0
83.564804,616,0,616,0,0,8,526.820014,0.833333
19.589561,299.84,299.84,0,0,0,6,577.023407,0.8
1193.682005,445.18,445.18,0,0,0,11,673.563611,0
2701.880978,0,0,0,576.920984,4,0,654.1843,0
8.820992,91.46,91.46,0,0,0,2,77.334707,0
566.383268,1454.16,1043.25,410.91,0,0,44,1828.965302,0
7369.794134,411.2,0,411.2,2943.158701,5,8,1753.647095,0
31.856254,241,0,241,0,0,11,401.109047,0
63.615822,970.57,970.57,0,0,0,7,1113.617785,0.75
1172.183909,1700,900,800,0,0,10,1271.291305,0
374.405467,1034.4,249,785.4,0,0,11,1905.378315,0
4.054657,264.02,264.02,0,0,0,4,274.692435,0.111111
1739.13388,191.98,96,95.98,0,0,4,978.453301,0
229.667169,0,0,0,985.337823,1,0,1120.65839,0.1
5259.14039,2659.35,813,1846.35,4851.392018,34,38,2249.612405,0
1975.349966,1749.72,1300.48,449.24,3738.635191,8,24,6481.117394,0.083333
4265.241202,1499.12,119.12,1380,2312.556328,4,10,1844.394398,0
1488.113177,0,0,0,2599.489045,15,0,2952.279108,0
136.323936,289.9,0,289.9,0,0,4,714.619326,0
69.795639,1293.04,67.86,1225.18,0,0,20,891.734089,0.7
28.59068,367.44,0,367.44,0,0,13,360.925707,0.8
331.503219,332.74,0,332.74,0,0,10,399.729843,0
4282.043906,1974.04,1326,648.04,4310.515986,14,40,1920.094402,0
2083.900081,0,0,0,1116.430456,6,0,465.698012,0
0,232.2,0,232.2,0,0,12,415.603589,0
1052.799075,0,0,0,1523.162883,8,0,1696.073522,0
2871.611936,2216.6,0,2216.6,1353.5452,1,34,2268.296871,0
1096.994956,0,0,0,1148.512914,4,0,160.482027,0
1087.574994,0,0,0,108.260087,1,0,317.447893,0
3541.769505,0,0,0,2238.32876,10,0,899.712442,0
339.566873,2956.2,1398.57,1557.63,0,0,17,2845.336693,0.375
1992.650296,20,0,20,0,0,4,2069.263442,0
1451.584485,1216.58,561.9,654.68,0,0,12,603.722261,0
1107.099917,473.64,0,473.64,956.509038,1,12,501.511019,0
9061.787692,0,0,0,5672.920976,13,0,13893.86739,0.083333
54.738397,1326.75,0,1326.75,0,0,30,1132.512843,0.818182
986.457953,1073.5,101.85,971.65,328.279184,9,46,1009.068974,0
3277.092999,3936.51,3249.14,687.37,517.562968,2,57,2183.769759,0
1496.580949,0,0,0,183.230915,3,0,502.200633,0
30.350623,341.48,0,341.48,0,0,15,381.231169,0.916667
208.707195,2351.58,2351.58,0,0,0,7,3711.189548,1
1639.513143,1225,651,574,0,0,24,1467.532097,0
10571.41107,7739.48,0,7739.48,0,0,44,2688.447014,0
1236.018537,0,0,0,2132.985725,3,0,540.703321,0
640.394092,2476.9,2324.38,152.52,0,0,39,2190.775297,0.083333
339.956112,2199.65,815.15,1384.5,0,0,13,2577.703016,0.2
506.470396,0,0,0,6897.966615,2,0,7313.426958,0.333333
42.075054,421.2,0,421.2,0,0,12,410.786446,1
5118.492838,3848.92,3247.26,601.66,8383.293085,27,70,1450.987082,0
2228.47847,979.11,197.05,782.06,809.443906,2,31,1097.760409,0
2679.811246,0,0,0,154.629617,1,0,713.179379,0
37.427412,31.23,0,31.23,1896.550326,2,3,4045.49694,0.2
64.491497,855.99,0,855.99,0,0,12,816.582936,1
2070.627593,2564.08,1165,1399.08,0,0,57,1363.695769,0
1607.053725,451.9,335,116.9,0,0,6,569.867313,0
5088.216894,4381.86,2825.56,1556.3,951.294749,1,50,2410.061408,0
937.086541,79,79,0,0,0,1,357.720268,0
48.926154,305.79,305.79,0,0,0,1,566.857973,0
497.919885,1186.09,397,789.09,513.979897,8,30,1487.08197,0
1862.566976,1847.57,841.59,1005.98,0,0,35,1652.359591,0
1893.053845,746.31,487.27,259.04,1535.853619,12,14,3286.143282,0
10.05473,530,0,530,0,0,12,538.553454,0
7677.565407,1240.04,1240.04,0,3681.231518,4,20,2724.967965,0
1403.574083,1831.57,697.94,1133.63,1909.684135,1,61,427.189102,0
1425.175936,49.89,49.89,0,59.673576,3,2,348.530192,0
2019.768435,326.64,326.64,0,0,0,2,3434.224242,0
1961.246269,0,0,0,233.246267,4,0,422.017882,0
0,18.77,0,18.77,0,0,1,0,0
1191.955492,0,0,0,275.762341,1,0,266.59382,0
344.543487,2219.53,1432.86,786.67,0,0,43,2073.117846,0.333333
1080.852036,0,0,0,48.919105,1,0,343.313124,0
12.597034,99,99,0,0,0,1,96.255421,0
5019.019126,1517.85,1517.85,0,185.169509,2,6,1157.021023,0
14.281926,245.85,0,245.85,0,0,16,209.736381,0.25
1381.27484,71.8,71.8,0,0,0,1,304.742004,0
229.461086,3669.72,3669.72,0,0,0,26,3512.263933,1
1307.177673,0,0,0,435.240217,3,0,857.062706,0
4408.242337,324.3,324.3,0,3965.922581,16,2,7975.31466,0.166667
785.429991,0,0,0,277.70324,1,0,327.423796,0
1064.872909,0,0,0,3358.172644,8,0,20740.15941,0.25
24.389998,0,0,0,1369.366015,1,0,10893.77844,1
2739.711796,847.66,765.8,81.86,1201.188255,1,20,3273.326636,0
4.908888,133.16,0,133.16,0,0,4,210.448172,0.5
1471.640654,285.69,285.69,0,463.813261,4,3,389.787483,0
1241.882057,94,94,0,234.639631,1,1,539.459472,0
7496.171727,0,0,0,7107.137059,22,0,2933.325551,0
49.074293,330.25,330.25,0,0,0,5,509.309215,0
1494.221853,356.62,308.26,48.36,0,0,6,641.34086,0
1317.547661,1987.76,1062.44,925.32,0,0,36,753.735014,0
158.919439,0,0,0,787.758817,3,0,554.846112,0
1908.403984,657.05,0,657.05,0,0,17,894.424776,0
3632.344231,83.45,0,83.45,1136.000468,2,3,837.430224,0
9699.252383,0,0,0,10630.32102,27,0,13001.03715,0
66.066065,995.62,402.79,592.83,0,0,30,767.241839,0.5
700.100691,7244.98,2457.47,4787.51,0,0,110,6151.929937,0.75
1215.047947,0,0,0,204.182088,2,0,315.553886,0
148.180803,1200,0,1200,0,0,12,1654.263363,0.714286
508.598624,0,0,0,950.084436,1,0,974.764661,0
480.596706,757.8,0,757.8,0,0,18,345.385827,0
1869.125099,158.2,158.2,0,1402.159983,1,1,6585.792428,0.090909
1654.369427,736.24,480,256.24,0,0,20,2267.012612,0.083333
1537.935236,68,68,0,0,0,1,3845.144477,0
2543.005761,1900.63,1900.63,0,0,0,29,674.748921,0
11206.78624,1257.77,540.65,717.12,8295.538786,21,25,20873.22194,0.090909
308.769481,489.24,0,489.24,1010.553199,9,11,1660.010795,0.166667
3014.625246,0,0,0,1143.763365,2,0,1023.016247,0
1360.590356,2834.03,1972.22,861.81,0,0,54,1333.71178,0
62.440728,709.01,709.01,0,0,0,12,716.721864,0.916667
2024.263677,56,56,0,4086.268496,10,1,375.558603,0
2610.997575,328.7,328.7,0,0,0,4,4256.385553,0
1592.354384,736.26,425.62,310.64,3120.093926,6,11,3636.148663,0
1689.238956,261.89,139.19,122.7,0,0,7,309.348573,0
203.499251,2115.76,530,1585.76,0,0,52,1953.639143,1
1791.85654,71.38,0,71.38,0,0,5,547.424357,0
5.626795,374.4,0,374.4,0,0,12,419.512265,0.090909
2305.006202,0,0,0,370.248624,2,0,624.147899,0
1138.014732,1170.48,1170.48,0,920.050071,4,5,1078.964657,0.083333
80.762254,861.9,150,711.9,0,0,7,1426.507994,1
814.085729,0,0,0,1087.144848,2,0,382.425723,0
444.630038,0,0,0,145.557904,3,0,172.645901,0
5402.993017,0.01,0.01,0,5942.11917,5,1,1071.665067,0
1237.510447,0,0,0,2914.767437,2,0,578.821763,0
289.512368,4185.94,898.14,3287.8,0,0,90,3836.06844,0.909091
404.182321,3682.11,2473.8,1208.31,0,0,76,3259.008834,0.833333
1714.896284,2000,2000,0,0,0,1,448.300443,0
388.132417,0,0,0,689.70174,7,0,1601.295316,0.083333
162.027905,1045.84,1045.84,0,0,0,7,530.125935,0.125
1801.084627,0,0,0,3189.613873,11,0,329.077571,0
4976.028578,900.87,0,900.87,0,0,162,92.865469,0
24.831137,1909.13,30,1879.13,0,0,12,1831.935279,0
3682.667737,2214.64,1250.3,964.34,0,0,34,1428.539668,0
629.946336,1832.92,1832.92,0,0,0,14,1425.425074,0
568.060722,1799.03,1799.03,0,0,0,14,1770.472642,0
300.395286,394.95,277.95,117,0,0,33,339.702306,0
898.253159,165.5,165.5,0,1157.345416,1,5,375.839637,0
919.799915,320.01,69,251.01,1056.477112,3,7,195.595593,0
368.367166,1121.86,169.2,952.66,1172.195497,5,11,3312.219079,0.416667
25.950664,231.25,0,231.25,0,0,14,209.115604,0.090909
1817.618232,623.19,0,623.19,408.434019,1,26,719.914581,0
24.569042,532.93,0,532.93,0,0,23,686.935875,0.8
5256.69533,188.6,188.6,0,1934.418697,4,1,1421.954639,0
117.706441,718.44,0,718.44,0,0,14,885.366764,0.333333
2707.058356,2018.13,1545.23,472.9,0,0,26,2575.541309,0
4917.162359,0,0,0,3179.132724,7,0,865.821715,0
272.717108,227.44,227.44,0,0,0,12,316.388557,0
4708.26338,0,0,0,1352.783037,2,0,1325.649779,0
82.029477,1126.32,580.44,545.88,0,0,49,1136.224986,0.5
9919.456275,740.75,0,740.75,2238.487012,2,13,3281.898514,0
3258.237364,921.12,521.14,399.98,0,0,14,1323.776141,0
61.115414,239.71,0,239.71,0,0,5,358.108438,0.090909
1002.791997,0,0,0,234.105509,3,0,239.80734,0
2951.220065,0,0,0,1477.737906,16,0,710.854365,0
1248.903628,518.31,113.31,405,472.118676,5,29,1141.190295,0
793.167009,433.31,200,233.31,766.872458,5,8,363.064207,0
2368.338673,1307.18,762.5,544.68,0,0,20,2167.293003,0
7287.084204,0,0,0,6605.075695,24,0,4293.062891,0
3764.89205,898.43,479,419.43,2094.091371,6,22,1067.435442,0
14.775035,80.44,0,80.44,0,0,4,137.217255,0.083333
306.460387,0,0,0,191.834575,1,0,577.962789,0.083333
1499.689937,159.96,0,159.96,601.616399,10,8,356.317359,0
2778.220254,0,0,0,99.790116,2,0,813.686705,0
56.149055,493.32,149.93,343.39,0,0,14,471.382074,0.75
1924.657194,0,0,0,906.645286,2,0,428.488182,0
72.425884,655.68,0,655.68,0,0,0,718.537117,0.333333
653.88103,0,0,0,1366.204137,7,0,205.709969,0
579.243601,505.48,505.48,0,0,0,6,188.304134,0
95.259372,43.3,0,43.3,0,0,1,526.604881,0
551.580225,2955.91,952.51,2003.4,0,0,62,2456.581737,0.25
1181.767566,153.95,153.95,0,0,0,5,1908.258846,0
11.834127,272.9,69.9,203,0,0,5,313.913093,1
1138.554361,831.89,831.89,0,495.002834,2,7,381.967601,0
9962.070262,7465.91,6075.62,1390.29,0,0,57,2403.16006,0
6416.448101,0,0,0,3580.392989,9,0,1756.557983,0
2762.340044,2372.98,2372.98,0,1465.082446,1,5,659.726225,0
926.458992,6200.71,5742.61,458.1,283.476295,1,49,7932.430735,0.142857
7474.408678,0,0,0,10187.5226,11,0,2021.908233,0
287.884126,1545.03,124.72,1420.31,289.630816,5,41,1182.107223,0.25
170.617046,350,350,0,0,0,1,828.8943,0.142857
86.661044,709.98,0,709.98,0,0,12,727.104508,0.166667
1541.743608,0,0,0,118.974129,5,0,353.686721,0
7558.010921,365.26,188.56,176.7,4738.30754,25,9,3311.192387,0
6956.37654,11500.94,3091.01,8409.93,15133.53213,48,308,20122.00545,0.166667
99.256215,1554.39,1174.39,380,0,0,9,1006.702329,0.5
376.15858,2724.76,572.76,2152,0,0,70,2600.70524,0
380.517893,2590.27,2102.46,487.81,0,0,49,1825.405687,0.090909
1311.952719,2092,1242,850,0,0,15,3476.019003,0
548.252892,208.41,208.41,0,1633.935089,6,1,708.100631,0
3.691925,27.99,27.99,0,0,0,1,187.172733,0.5
49.911409,178.4,0,178.4,0,0,12,130.650758,0
18.549421,132,0,132,0,0,4,3610.565153,0
4251.411617,0,0,0,2318.967259,1,0,1428.511775,0
32.229139,145.85,0,145.85,0,0,7,263.681773,0.125
1226.152097,0,0,0,275.602351,5,0,797.029627,0
1238.140283,56.38,0,56.38,0,0,5,398.98255,0
153.643158,0,0,0,254.910338,1,0,347.227774,0.083333
200.580245,354,354,0,0,0,1,1697.98971,0.142857
2329.869472,1497.2,1301.26,195.94,0,0,5,1453.119488,0
5090.523925,1689.09,0,1689.09,1088.523871,3,82,2046.509543,0
2996.761878,3644.35,3610.6,33.75,0,0,23,3879.940821,0
1103.834373,0,0,0,155.414239,4,0,4021.956752,0
72.679836,800.55,586.55,214,0,0,13,1584.89763,0.666667
4995.229116,1580.34,1364.34,216,0,0,26,1712.233039,0
300.427627,443.71,0,443.71,0,0,11,372.548129,0
1521.763256,312.15,0,312.15,0,0,19,671.70656,0
16.742181,320,0,320,0,0,6,559.713369,0.25
757.964752,157.4,157.4,0,0,0,6,1494.480376,0
8315.894044,8391.55,0,8391.55,0,0,199,6322.388249,0
476.728349,462.75,462.75,0,0,0,12,185.002877,0
776.919827,11522.9,11146.28,376.62,0,0,68,11082.51429,0.916667
245.336939,909,909,0,0,0,1,340.201751,0
18.745682,872.7,872.7,0,0,0,11,2411.060444,1
7.106669,27.98,27.98,0,0,0,1,57.785065,0
1632.421395,993.96,245.59,748.37,0,0,22,2752.623744,0.090909
2439.976275,499.59,0,499.59,0,0,11,555.286351,0
1315.478789,88.08,0,88.08,154.311694,2,6,453.199092,0
1454.09973,0,0,0,49.602856,1,0,274.985583,0
1695.40481,1641.48,1377.06,264.42,1105.875503,9,26,3423.435143,0
19.991586,144,0,144,0,0,6,173.881319,0.8
3219.604215,4126.75,4126.75,0,0,0,31,6061.100911,0
337.178513,3809.71,3809.71,0,0,0,16,2837.599645,0.916667
217.10156,2953.03,2953.03,0,0,0,3,3123.296573,0.125
2124.826298,967.61,397.61,570,581.6512,3,12,1778.725826,0
313.13311,49.09,49.09,0,1306.110387,13,2,1405.747523,0.166667
154.271153,1498.28,667,831.28,0,0,24,1343.450205,0.583333
7934.946009,1792.15,1792.15,0,4169.060991,6,16,2373.896899,0
4183.77248,511.12,278.6,232.52,1209.426365,14,24,1378.838332,0
4187.550741,0,0,0,433.71918,1,0,1216.465192,0
58.565355,386,0,386,0,0,4,425.996964,1
8363.401152,1076.01,1076.01,0,3134.26615,29,7,1828.936956,0
45.171225,160,160,0,0,0,1,197.019336,0
440.676765,0,0,0,1125.542162,6,0,171.743821,0
7867.660015,507,507,0,8980.648498,43,4,6802.892319,0
731.222335,0,0,0,2828.975383,8,0,3208.182454,0.090909
39.523885,592.88,451.18,141.7,0,0,9,1111.148943,0.833333
1996.785925,212.64,212.64,0,272.115509,6,1,1121.381513,0
3114.988266,453.12,453.12,0,2115.036647,12,7,1160.859524,0
2341.401664,0,0,0,1818.306309,5,0,668.918811,0
2819.630553,0,0,0,230.543537,7,0,810.389383,0
147.085066,1381.14,1027.14,354,0,0,11,1457.406626,1
152.459665,1248.09,829.45,418.64,0,0,21,1316.455236,0.166667
1998.15597,348,348,0,1940.357907,1,1,2893.195013,0
290.246277,2617.61,1342.69,1274.92,0,0,52,2948.963493,0.916667
2074.364799,1500,1500,0,0,0,15,2200.280484,0
1773.323689,1423.71,1423.71,0,0,0,17,1410.310559,0
12.540151,201,104.5,96.5,0,0,4,479.948299,1
5796.622219,423.38,223.38,200,6739.693779,18,9,813.94163,0
3261.241461,0,0,0,154.67204,1,0,800.677168,0
4228.71103,923.99,0,923.99,3932.272703,7,30,8805.280436,0.25
8033.907466,159,159,0,3983.763805,24,1,1620.868564,0
11.902047,0,0,0,482.992567,1,0,727.929858,0.142857
7789.190958,1307.39,84.45,1222.94,1836.893684,3,66,2072.817061,0
8465.740449,1345.81,226,1119.81,3429.450339,25,33,2069.156797,0
151.194794,2634.7,2411.53,223.17,0,0,42,2295.964836,0.5
3212.963003,0,0,0,185.532602,2,0,766.728773,0
149.59894,2009.64,206,1803.64,0,0,23,1886.871621,0.636364
39.718404,525.17,525.17,0,0,0,4,515.996856,0
99.523071,955.87,955.87,0,0,0,9,1201.853087,0.666667
1837.047378,0,0,0,73.157833,1,0,412.848153,0
28.90195,169.24,169.24,0,0,0,1,166.658504,0
133.68751,1139.2,0,1139.2,0,0,15,957.152839,0.833333
1922.943603,110.8,110.8,0,0,0,2,551.431723,0
653.931902,0,0,0,1561.104542,9,0,1535.018327,0.1
25.178303,283.15,0,283.15,0,0,7,206.688202,0.454545
3049.215189,390,390,0,5876.866242,9,1,6537.913767,0
8073.983031,2153.11,1326,827.11,3037.443167,28,48,3032.171255,0
1731.459785,288.47,0,288.47,37.454878,2,5,673.92358,0
173.720757,345.29,345.29,0,887.279827,10,2,0,0
1150.724569,797.27,482.31,314.96,180.115216,1,12,1177.010626,0
5376.083101,0,0,0,2293.529361,8,0,3202.100651,0
992.615052,162.28,0,162.28,0,0,6,333.663574,0
1360.029064,75.87,75.87,0,1482.699821,10,1,328.843583,0
167.244974,0,0,0,1275.337159,3,0,7094.254317,0.25
24.382156,366.6,0,366.6,0,0,12,335.625679,1
1001.129965,0,0,0,457.757366,1,0,462.290269,0
108.766657,750.19,750.19,0,0,0,7,498.643829,0
3106.853852,0,0,0,3043.478003,11,0,702.156272,0
787.341687,2732.66,2548.47,184.19,0,0,30,2548.494077,0.166667
1075.768647,200,200,0,0,0,1,550.95426,0
2270.22733,0,0,0,159.189426,1,0,495.667079,0
