order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
4043880,10,Chongqing,1635,108.70289,30.93127,3513,14,06-22 10:35:00,06-22 10:35:00,108.71801,30.95638,06-22 12:47:00,06-22 12:47:00,108.70285,30.93122,622
4390953,10,Chongqing,1635,108.70283,30.93114,3513,14,07-02 08:25:00,07-02 08:25:00,108.718,30.95637,07-02 11:28:00,07-02 11:28:00,108.70269,30.93122,702
567249,10,Chongqing,1635,108.70192,30.93287,3513,14,06-28 09:11:00,06-28 09:11:00,108.71805,30.95624,06-28 11:29:00,06-28 11:29:00,108.70239,30.9322,628
1228765,10,Chongqing,1635,108.703,30.93062,3513,14,07-16 09:26:00,07-16 09:26:00,108.71809,30.95635,07-16 12:17:00,07-16 12:17:00,108.7027,30.93072,716
948524,10,Chongqing,1635,108.70237,30.93233,3513,14,10-27 09:49:00,10-27 09:49:00,108.71827,30.95586,10-27 13:11:00,10-27 13:11:00,108.70222,30.9323,1027
464923,10,Chongqing,1635,108.70353,30.92961,3513,14,10-18 08:47:00,10-18 08:47:00,108.71818,30.95589,10-18 12:02:00,10-18 12:02:00,108.70301,30.92983,1018
82743,10,Chongqing,1635,108.70311,30.92969,3513,14,08-05 08:19:00,08-05 08:19:00,108.71809,30.9563,08-05 11:37:00,08-05 11:37:00,108.70318,30.92979,805
2082827,10,Chongqing,1635,108.70125,30.93332,3513,14,10-31 09:24:00,10-31 09:24:00,108.71822,30.95585,10-31 12:07:00,10-31 12:07:00,108.70186,30.93265,1031
772412,10,Chongqing,1635,108.70243,30.93183,3513,14,10-22 10:11:00,10-22 10:11:00,108.71817,30.95595,10-22 13:33:00,10-22 13:33:00,108.70223,30.93198,1022
3184790,10,Chongqing,1635,108.70243,30.93183,3513,14,10-15 08:59:00,10-15 08:59:00,108.71822,30.95597,10-15 12:02:00,10-15 12:02:00,108.7023,30.93191,1015
2253710,10,Chongqing,1635,108.7025,30.93191,3513,14,10-16 08:49:00,10-16 08:49:00,108.71817,30.95581,10-16 11:43:00,10-16 11:43:00,108.70236,30.93186,1016
1870943,10,Chongqing,1635,108.70281,30.93137,3513,14,10-19 08:26:00,10-19 08:26:00,108.71822,30.95592,10-19 11:07:00,10-19 11:07:00,108.70208,30.9318,1019
1450698,10,Chongqing,1635,108.70234,30.93234,3513,14,10-19 08:31:00,10-19 08:31:00,108.71819,30.95592,10-19 11:00:00,10-19 11:00:00,108.70192,30.93241,1019
3057941,10,Chongqing,1635,108.70282,30.93122,3513,14,07-14 08:59:00,07-14 08:59:00,108.71805,30.95632,07-14 11:20:00,07-14 11:20:00,108.70277,30.93123,714
895093,10,Chongqing,1635,108.70242,30.93185,3513,14,06-02 11:29:00,06-02 11:29:00,108.71803,30.9563,06-02 16:35:00,06-02 16:35:00,108.70113,30.9334,602
4470139,10,Chongqing,1635,108.70302,30.92979,3513,14,09-10 08:58:00,09-10 08:58:00,108.71815,30.95597,09-10 12:50:00,09-10 12:50:00,108.70303,30.92964,910
3993442,10,Chongqing,1635,108.70273,30.93129,3513,14,05-15 09:53:00,05-15 09:53:00,108.71807,30.95627,05-15 11:57:00,05-15 11:57:00,108.70266,30.93149,515
1430455,10,Chongqing,1635,108.70359,30.92969,3513,14,05-23 09:07:00,05-23 09:07:00,108.71802,30.95629,05-23 10:51:00,05-23 10:51:00,108.70313,30.9297,523
2001042,10,Chongqing,1635,108.70223,30.93242,3513,14,10-16 09:31:00,10-16 09:31:00,108.71824,30.95594,10-16 11:38:00,10-16 11:38:00,108.702,30.93228,1016
1270511,10,Chongqing,3605,108.71873,30.90411,3674,4,08-20 09:37:00,08-20 09:37:00,108.71803,30.95621,08-23 15:54:00,08-23 15:54:00,108.71866,30.90418,820
4314534,10,Chongqing,1868,108.91289,30.81275,3775,14,10-22 11:10:00,10-22 11:10:00,108.71818,30.95595,10-22 19:35:00,10-22 19:35:00,108.86967,30.80554,1022
2757990,10,Chongqing,1868,108.86206,30.81043,3775,14,05-13 09:17:00,05-13 09:17:00,108.72267,30.9572,05-13 21:55:00,05-13 21:55:00,108.86948,30.80578,513
1232484,10,Chongqing,1868,108.86862,30.80786,3775,14,05-07 09:49:00,05-07 09:49:00,108.72258,30.95713,05-07 20:06:00,05-07 20:06:00,108.86966,30.80579,507
4019387,10,Chongqing,1868,108.86858,30.80773,3775,14,10-30 09:54:00,10-30 09:54:00,108.71819,30.95588,10-30 21:38:00,10-30 21:38:00,108.86945,30.80552,1030
2637600,10,Chongqing,1868,108.8631,30.80941,3775,14,05-17 10:06:00,05-17 10:06:00,108.71803,30.95621,05-17 20:24:00,05-17 20:24:00,108.86956,30.80566,517
3834288,10,Chongqing,1868,108.86993,30.8063,3775,14,07-28 09:37:00,07-28 09:37:00,108.71798,30.95639,07-28 20:20:00,07-28 20:20:00,108.86951,30.80569,728
4502243,10,Chongqing,1868,108.86831,30.80759,3775,14,06-09 09:59:00,06-09 09:59:00,108.71791,30.95623,06-09 17:19:00,06-09 17:19:00,108.86963,30.80573,609
2778244,10,Chongqing,1868,108.8625,30.80934,3775,14,08-03 10:47:00,08-03 10:47:00,108.71798,30.95625,08-03 20:52:00,08-03 20:52:00,108.86954,30.80567,803
1267593,10,Chongqing,73,108.71081,30.95205,3846,14,10-14 08:57:00,10-14 08:57:00,108.71823,30.95594,10-14 09:44:00,10-14 09:44:00,108.71055,30.95164,1014
511743,10,Chongqing,73,108.70934,30.94722,3846,14,09-20 09:33:00,09-20 09:33:00,108.71819,30.95597,09-20 14:18:00,09-20 14:18:00,108.68787,30.95061,920
1664037,10,Chongqing,73,108.70929,30.94737,3846,14,10-31 08:58:00,10-31 08:58:00,108.71828,30.95595,10-31 10:06:00,10-31 10:06:00,108.70815,30.94646,1031
736135,10,Chongqing,73,108.7085,30.94722,3846,14,10-28 09:43:00,10-28 09:43:00,108.71816,30.95581,10-28 11:29:00,10-28 11:29:00,108.70789,30.94578,1028
1944218,10,Chongqing,73,108.71078,30.95215,3846,14,10-27 09:39:00,10-27 09:39:00,108.71824,30.95587,10-27 11:17:00,10-27 11:17:00,108.71233,30.95167,1027
3097355,10,Chongqing,73,108.70845,30.94867,3846,14,10-23 09:30:00,10-23 09:30:00,108.71819,30.95591,10-23 10:51:00,10-23 10:51:00,108.70437,30.94085,1023
1816807,10,Chongqing,73,108.70171,30.94266,3846,14,10-10 09:15:00,10-10 09:15:00,108.71819,30.95595,10-10 10:34:00,10-10 10:34:00,108.7032,30.94094,1010
2328741,10,Chongqing,73,108.71079,30.9521,3846,14,09-28 09:07:00,09-28 09:07:00,108.71815,30.95596,09-28 16:17:00,09-28 16:17:00,108.68824,30.95102,928
2305151,10,Chongqing,73,108.70922,30.94738,3846,14,07-05 09:01:00,07-05 09:01:00,108.71807,30.95633,07-05 16:44:00,07-05 16:44:00,108.6883,30.95072,705
1982497,10,Chongqing,73,108.70836,30.94656,3846,14,09-22 09:04:00,09-22 09:04:00,108.71822,30.95598,09-22 10:34:00,09-22 10:34:00,108.7081,30.94646,922
3850008,10,Chongqing,73,108.70158,30.94279,3846,14,10-23 09:31:00,10-23 09:31:00,108.71823,30.95586,10-23 10:40:00,10-23 10:40:00,108.70133,30.94277,1023
2968370,10,Chongqing,73,108.70906,30.9461,3846,14,10-20 08:31:00,10-20 08:31:00,108.71827,30.95583,10-20 09:19:00,10-20 09:19:00,108.7084,30.94434,1020
372601,10,Chongqing,73,108.70932,30.94725,3846,14,06-06 09:22:00,06-06 09:22:00,108.71798,30.95636,06-06 16:23:00,06-06 16:23:00,108.68795,30.95054,606
2990562,10,Chongqing,73,108.70858,30.94728,3846,14,10-13 09:18:00,10-13 09:18:00,108.71814,30.95581,10-13 11:14:00,10-13 11:14:00,108.70823,30.94415,1013
3434438,10,Chongqing,73,108.70932,30.94724,3846,14,08-01 08:44:00,08-01 08:44:00,108.71806,30.95625,08-01 09:52:00,08-01 09:52:00,108.70304,30.94134,801
2439739,10,Chongqing,73,108.71071,30.95202,3846,14,10-28 10:18:00,10-28 10:18:00,108.71829,30.95588,10-28 11:20:00,10-28 11:20:00,108.7124,30.95282,1028
4402963,10,Chongqing,73,108.71086,30.95218,3846,14,10-08 08:51:00,10-08 08:51:00,108.71812,30.95588,10-08 10:18:00,10-08 10:18:00,108.7125,30.9509,1008
2906771,10,Chongqing,73,108.71075,30.95209,3846,14,10-19 08:44:00,10-19 08:44:00,108.7182,30.95599,10-19 09:42:00,10-19 09:42:00,108.70773,30.94573,1019
2185824,10,Chongqing,73,108.71077,30.95213,3846,14,08-24 08:35:00,08-24 08:35:00,108.718,30.95636,08-24 16:30:00,08-24 16:30:00,108.68839,30.95106,824
4253034,10,Chongqing,73,108.70924,30.94727,3846,14,10-29 08:59:00,10-29 08:59:00,108.71812,30.9559,10-29 17:07:00,10-29 17:07:00,108.68737,30.95245,1029
3188263,10,Chongqing,73,108.70931,30.94726,3846,14,05-01 09:15:00,05-01 09:15:00,108.72264,30.95715,05-01 16:20:00,05-01 16:20:00,108.68819,30.95084,501
77094,10,Chongqing,73,108.70934,30.9473,3846,14,10-30 08:51:00,10-30 08:51:00,108.71821,30.95597,10-30 09:45:00,10-30 09:45:00,108.70819,30.94637,1030
2988960,10,Chongqing,73,108.71079,30.95211,3846,14,09-10 09:09:00,09-10 09:09:00,108.71827,30.95587,09-10 10:28:00,09-10 10:28:00,108.70848,30.94727,910
3032565,10,Chongqing,73,108.71077,30.95203,3846,14,10-29 10:13:00,10-29 10:13:00,108.71821,30.95585,10-29 10:34:00,10-29 10:34:00,108.70807,30.94656,1029
2379308,10,Chongqing,73,108.71071,30.95201,3846,14,09-11 10:02:00,09-11 10:02:00,108.7182,30.95588,09-11 15:06:00,09-11 15:06:00,108.7109,30.95258,911
4367523,10,Chongqing,73,108.70854,30.94723,3846,14,07-04 09:20:00,07-04 09:20:00,108.71793,30.95631,07-04 11:15:00,07-04 11:15:00,108.70845,30.94732,704
4383894,10,Chongqing,73,108.71075,30.95209,3846,14,08-12 08:54:00,08-12 08:54:00,108.71806,30.9563,08-12 09:57:00,08-12 09:57:00,108.70312,30.94253,812
325978,10,Chongqing,73,108.71074,30.95201,3846,14,10-17 08:48:00,10-17 08:48:00,108.71812,30.95592,10-17 10:33:00,10-17 10:33:00,108.70384,30.93987,1017
2950367,10,Chongqing,73,108.71073,30.95208,3846,14,10-18 08:45:00,10-18 08:45:00,108.7182,30.95594,10-18 10:01:00,10-18 10:01:00,108.71092,30.95285,1018
2580988,10,Chongqing,73,108.70936,30.94733,3846,14,08-30 08:36:00,08-30 08:36:00,108.71791,30.95622,08-30 14:14:00,08-30 14:14:00,108.68811,30.95074,830
2222188,10,Chongqing,73,108.71082,30.95206,3846,14,10-06 09:07:00,10-06 09:07:00,108.71827,30.95589,10-06 09:46:00,10-06 09:46:00,108.71212,30.95174,1006
1866623,10,Chongqing,73,108.70435,30.94381,3846,14,09-27 08:54:00,09-27 08:54:00,108.7182,30.95588,09-27 10:05:00,09-27 10:05:00,108.70341,30.94325,927
2006182,10,Chongqing,73,108.70921,30.94735,3846,14,10-26 09:55:00,10-26 09:55:00,108.71811,30.95587,10-26 11:21:00,10-26 11:21:00,108.70851,30.94355,1026
1845968,10,Chongqing,73,108.7017,30.94251,3846,14,10-22 10:21:00,10-22 10:21:00,108.71827,30.95586,10-22 16:20:00,10-22 16:20:00,108.69462,30.94833,1022
906537,10,Chongqing,73,108.70928,30.94726,3846,14,10-10 09:16:00,10-10 09:16:00,108.71826,30.95594,10-10 16:22:00,10-10 16:22:00,108.68873,30.95032,1010
3345044,10,Chongqing,73,108.70924,30.94724,3846,14,10-30 08:53:00,10-30 08:53:00,108.71812,30.95583,10-30 09:56:00,10-30 09:56:00,108.70837,30.94376,1030
3638527,10,Chongqing,73,108.71076,30.95217,3846,14,08-08 08:53:00,08-08 08:53:00,108.718,30.9563,08-08 17:53:00,08-08 17:53:00,108.68822,30.95085,808
453158,10,Chongqing,73,108.70792,30.95201,3846,14,09-09 09:22:00,09-09 09:22:00,108.71799,30.9563,09-09 10:48:00,09-09 10:48:00,108.70844,30.95212,909
867272,10,Chongqing,73,108.70808,30.95209,3846,14,10-24 09:26:00,10-24 09:26:00,108.71819,30.95588,10-24 10:24:00,10-24 10:24:00,108.7085,30.95178,1024
3581468,10,Chongqing,73,108.70857,30.94869,3846,14,09-26 08:40:00,09-26 08:40:00,108.71813,30.95581,09-26 12:54:00,09-26 12:54:00,108.68815,30.95088,926
3736293,10,Chongqing,73,108.71071,30.9521,3846,14,09-04 09:00:00,09-04 09:00:00,108.71792,30.95629,09-04 13:36:00,09-04 13:36:00,108.68806,30.95071,904
2589415,10,Chongqing,73,108.70934,30.94733,3846,14,10-01 08:54:00,10-01 08:54:00,108.71811,30.95589,10-01 13:00:00,10-01 13:00:00,108.68809,30.95062,1001
1781442,10,Chongqing,73,108.70921,30.94731,3846,14,06-14 09:10:00,06-14 09:10:00,108.71797,30.95624,06-14 09:50:00,06-14 09:50:00,108.70755,30.94557,614
82000,10,Chongqing,1635,108.70831,30.94302,3846,14,08-06 08:40:00,08-06 08:40:00,108.718,30.95635,08-06 13:54:00,08-06 13:54:00,108.70781,30.94137,806
516881,10,Chongqing,1635,108.70925,30.94726,3846,14,07-19 08:21:00,07-19 08:21:00,108.71805,30.95621,07-19 12:12:00,07-19 12:12:00,108.7138,30.95109,719
1634849,10,Chongqing,1635,108.70939,30.94734,3846,14,05-13 08:47:00,05-13 08:47:00,108.7226,30.95714,05-13 14:17:00,05-13 14:17:00,108.71795,30.95031,513
4313456,10,Chongqing,1635,108.70851,30.94876,3846,14,09-05 09:07:00,09-05 09:07:00,108.71803,30.95631,09-05 16:06:00,09-05 16:06:00,108.71799,30.95041,905
2520596,10,Chongqing,1635,108.70825,30.94299,3846,14,06-15 08:41:00,06-15 08:41:00,108.71792,30.95633,06-15 14:59:00,06-15 14:59:00,108.70783,30.94124,615
4450609,10,Chongqing,1326,109.01983,31.26941,3920,14,08-16 10:35:00,08-16 10:35:00,108.71801,30.9563,08-18 15:05:00,08-18 15:05:00,108.72225,30.95712,816
2431770,10,Chongqing,1326,108.92728,31.15406,4000,14,09-03 09:40:00,09-03 09:40:00,108.71805,30.95627,09-05 15:56:00,09-05 15:56:00,108.92722,31.15416,903
2702572,10,Chongqing,1635,108.70962,30.94028,4097,14,05-07 09:12:00,05-07 09:12:00,108.72269,30.95728,05-07 13:51:00,05-07 13:51:00,108.70593,30.94222,507
410252,10,Chongqing,1635,108.70968,30.94022,4097,14,06-21 09:39:00,06-21 09:39:00,108.71804,30.95626,06-21 13:01:00,06-21 13:01:00,108.70573,30.94206,621
3543278,10,Chongqing,1635,108.70963,30.94029,4097,14,08-03 09:16:00,08-03 09:16:00,108.718,30.9563,08-03 13:50:00,08-03 13:50:00,108.70587,30.94223,803
334982,10,Chongqing,397,108.68512,31.13471,4873,14,10-20 10:09:00,10-20 10:09:00,108.71815,30.95595,10-22 15:49:00,10-22 15:49:00,108.68558,31.09778,1020
4050924,10,Chongqing,397,108.68514,31.13484,4873,14,10-28 11:09:00,10-28 11:09:00,108.71817,30.95582,10-28 16:20:00,10-28 16:20:00,108.68539,31.09758,1028
2980552,10,Chongqing,397,108.67263,31.1321,4873,14,09-06 10:15:00,09-06 10:15:00,108.71797,30.95631,09-06 21:36:00,09-06 21:36:00,108.6822,31.09743,906
2666752,10,Chongqing,1326,108.85435,31.28286,5184,14,09-27 09:32:00,09-27 09:32:00,108.71823,30.95585,09-29 16:43:00,09-29 16:43:00,108.85426,31.28275,927
2143257,10,Chongqing,1064,108.69545,31.23405,5734,14,05-21 09:59:00,05-21 09:59:00,108.71794,30.95622,05-22 16:21:00,05-22 16:21:00,108.6954,31.23415,521
3095361,10,Chongqing,1909,108.69398,31.23333,5734,14,10-04 09:56:00,10-04 09:56:00,108.71813,30.95592,10-05 09:19:00,10-05 09:19:00,108.69392,31.23345,1004
1997069,10,Chongqing,1909,108.69534,31.23376,5734,14,10-18 10:25:00,10-18 10:25:00,108.71829,30.95591,10-18 16:08:00,10-18 16:08:00,108.69528,31.23376,1018
3869843,10,Chongqing,1909,108.69539,31.23373,5734,14,10-15 10:15:00,10-15 10:15:00,108.71825,30.9559,10-16 14:24:00,10-16 14:24:00,108.69529,31.23367,1015
2935481,10,Chongqing,1909,108.69529,31.23363,5734,14,10-24 10:29:00,10-24 10:29:00,108.71829,30.95581,10-24 17:36:00,10-24 17:36:00,108.69528,31.2337,1024
788788,10,Chongqing,1909,108.69548,31.23403,5734,14,10-11 09:56:00,10-11 09:56:00,108.71816,30.95598,10-11 18:50:00,10-11 18:50:00,108.69541,31.23411,1011
2795153,10,Chongqing,1909,108.69529,31.23368,5734,14,10-25 10:36:00,10-25 10:36:00,108.71824,30.95585,10-25 17:53:00,10-25 17:53:00,108.6953,31.2337,1025
2992905,10,Chongqing,1909,108.69525,31.2337,5734,14,10-29 09:59:00,10-29 09:59:00,108.71813,30.95588,10-29 17:49:00,10-29 17:49:00,108.69537,31.23363,1029
3910128,10,Chongqing,1909,108.6953,31.23364,5734,14,05-10 10:44:00,05-10 10:44:00,108.72252,30.95719,05-11 19:02:00,05-11 19:02:00,108.69536,31.23381,510
2861143,10,Chongqing,1909,108.69539,31.23378,5734,14,10-31 10:43:00,10-31 10:43:00,108.71821,30.95586,10-31 15:48:00,10-31 15:48:00,108.69535,31.2337,1031
2095898,10,Chongqing,1909,108.69538,31.23375,5734,14,05-25 10:28:00,05-25 10:28:00,108.71797,30.95623,05-26 15:50:00,05-26 15:50:00,108.6953,31.23363,525
1183279,10,Chongqing,1909,108.69531,31.23364,5734,14,07-22 10:34:00,07-22 10:34:00,108.71801,30.95634,07-24 17:22:00,07-24 17:22:00,108.69535,31.23377,722
1202067,10,Chongqing,1909,108.69538,31.23368,5734,14,06-14 09:52:00,06-14 09:52:00,108.71792,30.95638,06-16 20:29:00,06-16 20:29:00,108.6954,31.23363,614
3262832,10,Chongqing,1909,108.69535,31.23378,5734,14,05-21 10:10:00,05-21 10:10:00,108.71793,30.95634,05-22 10:46:00,05-22 10:46:00,108.6953,31.23371,521
4365804,10,Chongqing,1909,108.69391,31.23342,5734,14,09-15 09:39:00,09-15 09:39:00,108.71826,30.95597,09-15 18:37:00,09-15 18:37:00,108.69393,31.23338,915
2394896,10,Chongqing,1909,108.69523,31.23377,5734,14,10-30 09:55:00,10-30 09:55:00,108.71819,30.95599,10-31 09:03:00,10-31 09:03:00,108.69538,31.23375,1030
1540055,10,Chongqing,1909,108.69465,31.23463,5734,14,10-17 09:40:00,10-17 09:40:00,108.71817,30.95585,10-17 18:19:00,10-17 18:19:00,108.69465,31.23452,1017
2623959,10,Chongqing,1909,108.69474,31.23469,5734,14,10-24 10:29:00,10-24 10:29:00,108.71811,30.9559,10-24 15:26:00,10-24 15:26:00,108.69465,31.23452,1024
3221330,10,Chongqing,1909,108.69434,31.23431,5734,14,10-04 09:56:00,10-04 09:56:00,108.71824,30.95585,10-05 19:26:00,10-05 19:26:00,108.69421,31.23432,1004
4089301,10,Chongqing,1909,108.69537,31.23371,5734,14,08-20 09:31:00,08-20 09:31:00,108.71808,30.95622,08-23 07:02:00,08-23 07:02:00,108.69549,31.23373,820
3826442,10,Chongqing,1909,108.69531,31.23369,5734,14,05-07 09:58:00,05-07 09:58:00,108.72258,30.95712,05-08 21:08:00,05-08 21:08:00,108.69527,31.23368,507
1069991,10,Chongqing,1909,108.69539,31.23363,5734,14,07-07 09:49:00,07-07 09:49:00,108.71805,30.95637,07-08 07:43:00,07-08 07:43:00,108.6953,31.23377,707
3427756,10,Chongqing,1909,108.69533,31.23371,5734,14,10-24 10:29:00,10-24 10:29:00,108.71814,30.95594,10-24 15:50:00,10-24 15:50:00,108.69522,31.23372,1024
1257348,10,Chongqing,1909,108.69446,31.23369,5734,14,10-25 10:36:00,10-25 10:36:00,108.71826,30.9559,10-25 15:20:00,10-25 15:20:00,108.69438,31.23373,1025
3996778,10,Chongqing,1909,108.69395,31.23339,5734,14,08-25 08:36:00,08-25 08:36:00,108.71792,30.95625,08-25 18:14:00,08-25 18:14:00,108.69402,31.23344,825
460488,10,Chongqing,1909,108.69446,31.23368,5734,14,10-26 10:36:00,10-26 10:36:00,108.71829,30.95599,10-26 18:38:00,10-26 18:38:00,108.71848,30.95567,1026
201326,10,Chongqing,1909,108.69531,31.23375,5734,14,10-14 09:30:00,10-14 09:30:00,108.71824,30.9559,10-15 18:20:00,10-15 18:20:00,108.69522,31.23375,1014
2605977,10,Chongqing,1909,108.69446,31.23373,5734,14,10-31 10:43:00,10-31 10:43:00,108.71825,30.95595,10-31 17:35:00,10-31 17:35:00,108.69438,31.23362,1031
637832,10,Chongqing,1909,108.69538,31.23363,5734,14,06-11 10:11:00,06-11 10:11:00,108.71798,30.95638,06-12 15:36:00,06-12 15:36:00,108.69532,31.23373,611
3675509,10,Chongqing,1909,108.69443,31.23429,5734,14,06-18 10:43:00,06-18 10:43:00,108.71799,30.95629,06-19 15:10:00,06-19 15:10:00,108.69441,31.23439,618
1140290,10,Chongqing,1909,108.69534,31.23361,5734,14,07-18 10:46:00,07-18 10:46:00,108.71796,30.95632,07-19 22:01:00,07-19 22:01:00,108.69546,31.23363,718
2779911,10,Chongqing,1909,108.69441,31.23366,5734,14,08-26 10:21:00,08-26 10:21:00,108.71803,30.95626,08-28 16:56:00,08-28 16:56:00,108.69449,31.23376,826
2651086,10,Chongqing,1909,108.6953,31.23373,5734,14,05-09 10:00:00,05-09 10:00:00,108.72261,30.95725,05-10 16:12:00,05-10 16:12:00,108.69537,31.23376,509
2833472,10,Chongqing,1909,108.69539,31.23365,5734,14,08-09 10:54:00,08-09 10:54:00,108.71805,30.95634,08-11 10:49:00,08-11 10:49:00,108.69523,31.23364,809
3185440,10,Chongqing,1909,108.69466,31.23466,5734,14,08-26 10:21:00,08-26 10:21:00,108.71795,30.95626,08-26 22:32:00,08-26 22:32:00,108.69545,31.23365,826
2844631,10,Chongqing,1909,108.6953,31.23373,5734,14,10-23 10:24:00,10-23 10:24:00,108.71816,30.95593,10-23 16:40:00,10-23 16:40:00,108.69536,31.23369,1023
3066620,10,Chongqing,1909,108.69424,31.23437,5734,14,08-29 10:32:00,08-29 10:32:00,108.71804,30.95627,08-31 15:52:00,08-31 15:52:00,108.69431,31.23443,829
4398277,10,Chongqing,1909,108.69522,31.23373,5734,14,10-31 10:43:00,10-31 10:43:00,108.71829,30.9559,11-01 18:28:00,11-01 18:28:00,108.69529,31.23377,1031
2785039,10,Chongqing,1909,108.69531,31.23364,5734,14,10-18 10:25:00,10-18 10:25:00,108.7182,30.95582,10-20 14:26:00,10-20 14:26:00,108.69522,31.23367,1018
281932,10,Chongqing,1909,108.69538,31.2337,5734,14,10-12 10:20:00,10-12 10:20:00,108.71813,30.95593,10-12 17:17:00,10-12 17:17:00,108.69537,31.23363,1012
3796190,10,Chongqing,1909,108.69527,31.23368,5734,14,09-21 10:00:00,09-21 10:00:00,108.7182,30.95592,09-22 09:09:00,09-22 09:09:00,108.69526,31.23363,921
3550097,10,Chongqing,1909,108.69553,31.23412,5734,14,10-21 10:44:00,10-21 10:44:00,108.71826,30.95597,10-21 15:06:00,10-21 15:06:00,108.69556,31.23414,1021
1250951,10,Chongqing,1909,108.69533,31.23361,5734,14,10-15 10:15:00,10-15 10:15:00,108.71827,30.95584,10-15 17:36:00,10-15 17:36:00,108.69531,31.23377,1015
1753747,10,Chongqing,1909,108.69544,31.23419,5734,14,10-25 10:36:00,10-25 10:36:00,108.71828,30.95588,10-26 15:52:00,10-26 15:52:00,108.6955,31.23417,1025
624455,10,Chongqing,1909,108.69555,31.23406,5734,14,10-24 10:29:00,10-24 10:29:00,108.71829,30.95587,10-25 16:12:00,10-25 16:12:00,108.69553,31.23417,1024
2439626,10,Chongqing,1909,108.69532,31.23365,5734,14,08-09 10:54:00,08-09 10:54:00,108.71794,30.9563,08-10 23:08:00,08-10 23:08:00,108.69545,31.23371,809
642742,10,Chongqing,1909,108.69522,31.23378,5734,14,07-26 09:47:00,07-26 09:47:00,108.71791,30.95629,07-28 22:15:00,07-28 22:15:00,108.6955,31.23378,726
1924002,10,Chongqing,1909,108.69539,31.23364,5734,14,06-19 10:30:00,06-19 10:30:00,108.71792,30.95638,06-21 09:57:00,06-21 09:57:00,108.69538,31.23365,619
1760476,10,Chongqing,1909,108.69529,31.2337,5734,14,05-07 09:58:00,05-07 09:58:00,108.72264,30.95723,05-07 17:55:00,05-07 17:55:00,108.69514,31.23365,507
1758286,10,Chongqing,1909,108.69539,31.23363,5734,14,10-30 09:55:00,10-30 09:55:00,108.71818,30.95588,10-31 10:05:00,10-31 10:05:00,108.69532,31.2337,1030
1840602,10,Chongqing,1909,108.6958,31.23443,5734,14,10-24 10:29:00,10-24 10:29:00,108.71812,30.95586,10-25 08:26:00,10-25 08:26:00,108.69579,31.23439,1024
3499860,10,Chongqing,1909,108.69442,31.23364,5734,14,10-14 09:30:00,10-14 09:30:00,108.71819,30.95591,10-14 17:35:00,10-14 17:35:00,108.69449,31.23375,1014
4511120,10,Chongqing,1909,108.69537,31.23374,5734,14,10-16 10:01:00,10-16 10:01:00,108.71827,30.95587,10-16 19:03:00,10-16 19:03:00,108.69536,31.23372,1016
1788520,10,Chongqing,1909,108.69526,31.2337,5734,14,10-25 10:36:00,10-25 10:36:00,108.71818,30.95585,10-25 15:48:00,10-25 15:48:00,108.69528,31.23372,1025
2138474,10,Chongqing,1909,108.69523,31.23378,5734,14,05-26 10:41:00,05-26 10:41:00,108.71794,30.95627,05-28 15:40:00,05-28 15:40:00,108.69528,31.23366,526
770960,10,Chongqing,1909,108.69539,31.23363,5734,14,10-23 10:24:00,10-23 10:24:00,108.71821,30.95599,10-23 16:34:00,10-23 16:34:00,108.69527,31.23364,1023
136203,10,Chongqing,1909,108.69438,31.23364,5734,14,10-27 10:41:00,10-27 10:41:00,108.71811,30.95581,10-28 17:14:00,10-28 17:14:00,108.69435,31.23365,1027
351073,10,Chongqing,1326,108.77462,31.39915,5743,14,07-24 09:47:00,07-24 09:47:00,108.71798,30.95636,07-26 15:08:00,07-26 15:08:00,108.77465,31.39914,724
1050025,10,Chongqing,1326,108.77468,31.39918,5743,14,10-21 10:40:00,10-21 10:40:00,108.71814,30.95581,10-23 08:53:00,10-23 08:53:00,108.77453,31.39915,1021
590968,10,Chongqing,1326,108.79763,31.21859,6043,4,10-14 08:51:00,10-14 08:51:00,108.71815,30.95599,10-16 17:11:00,10-16 17:11:00,108.79763,31.21865,1014
2485183,10,Chongqing,1326,108.79815,31.21821,6043,4,06-23 08:33:00,06-23 08:33:00,108.71797,30.95638,06-27 16:13:00,06-27 16:13:00,108.7224,30.9572,623
3941484,10,Chongqing,1390,108.72587,30.91811,6045,1,07-24 08:33:00,07-24 08:33:00,108.718,30.95631,07-24 09:32:00,07-24 09:32:00,108.72736,30.91846,724
1095940,10,Chongqing,1390,108.72717,30.91754,6045,1,05-14 09:21:00,05-14 09:21:00,108.71803,30.95627,05-14 10:57:00,05-14 10:57:00,108.7284,30.91884,514
1544497,10,Chongqing,1390,108.72674,30.9178,6045,1,10-27 09:42:00,10-27 09:42:00,108.71817,30.95591,10-27 11:28:00,10-27 11:28:00,108.72624,30.91799,1027
395002,10,Chongqing,1390,108.7273,30.91765,6045,1,10-22 10:17:00,10-22 10:17:00,108.71811,30.95598,10-22 14:42:00,10-22 14:42:00,108.72719,30.9188,1022
3903860,10,Chongqing,1390,108.72738,30.91751,6045,1,07-04 09:07:00,07-04 09:07:00,108.71809,30.95638,07-04 10:49:00,07-04 10:49:00,108.72664,30.91862,704
